ST,Year,Paid Licenses Holders,Resident Licenses,Non-Resident Licenses,Total Licenses,Gross Cost
FL,1990,221638.00,374801.00,3089.00,377890.00,4794851.00
FL,1991,204994.00,347260.00,2926.00,350186.00,5259530.00
FL,1992,198015.00,342770.00,2914.00,345684.00,5140908.00
FL,1993,191904.00,336742.00,3073.00,339815.00,5334384.00
FL,1994,189650.00,333423.00,3298.00,336721.00,5304159.00
FL,1995,184242.00,328262.00,3480.00,331742.00,5025679.00
FL,1996,183808.00,328759.00,4019.00,332778.00,5049169.00
FL,1997,205939.00,377861.00,4342.00,382203.00,5793813.00
FL,1998,181177.00,329743.00,5687.00,335430.00,4750459.00
FL,1999,179344.00,320742.00,5931.00,326673.00,4785618.00
FL,2000,177116.00,315772.00,6511.00,322283.00,4690698.00
FL,2001,181635.00,332760.00,7090.00,339850.00,4787608.00
FL,2002,181857.00,331120.00,7649.00,338769.00,4816008.00
FL,2003,176320.00,313151.00,8028.00,321179.00,4717719.00
FL,2004,181857.00,331120.00,7649.00,338769.00,4816008.00
FL,2005,176320.00,313151.00,8028.00,321179.00,4717719.00
FL,2006,175067.00,317592.00,6761.00,324353.00,5308511.00
FL,2007,161273.00,288426.00,6298.00,294724.00,4975506.00
FL,2008,167524.00,269212.00,11431.00,280643.00,5002224.00
FL,2009,170282.00,151755.00,7315.00,159070.00,3505738.00
FL,2010,170554.00,309961.00,12484.00,322445.00,5851620.00
FL,2011,176539.00,315149.00,12824.00,327973.00,5956378.00
FL,2012,176034.00,313987.00,12848.00,326835.00,5863439.00
FL,2013,176616.00,355280.00,14718.00,369998.00,6479323.00
FL,2014,176288.00,341341.00,14921.00,356262.00,6425255.00
FL,2015,175349.00,364629.00,15769.00,380398.00,6528841.00
FL,2016,181040.00,336794.00,17132.00,353926.00,6749094.00
FL,2017,190526.00,367277.00,17334.00,384611.00,8859776.00
FL,2018,190232.00,313554.00,18155.00,331709.00,8874919.00
FL,2019,189038.00,301085.00,18238.00,319323.00,6869393.00
FL,2020,189706.00,284819.00,18737.00,303556.00,6873110.00
FL,2021,191501.00,275295.00,20104.00,295399.00,6930994.00
GA,1970,326528.00,354566.00,6036.00,360602.00,1237130.00
GA,1971,326637.00,354001.00,10918.00,364919.00,1333145.00
GA,1972,307099.00,300369.00,6730.00,307099.00,1372751.00
GA,1973,334909.00,502656.00,15605.00,518261.00,2185751.00
GA,1974,357495.00,534714.00,13965.00,548679.00,2029299.00
GA,1975,364392.00,793390.00,15304.00,808694.00,2389851.00
GA,1976,364455.00,820512.00,21166.00,841678.00,2580927.00
GA,1977,361449.00,812562.00,21374.00,833936.00,2559009.00
GA,1978,373965.00,843103.00,19974.00,863077.00,2903757.00
GA,1979,376482.00,850569.00,21882.00,872451.00,2811394.00
GA,1980,384009.00,858988.00,25268.00,884256.00,3066867.00
GA,1981,393320.00,876646.00,29408.00,906054.00,3684590.00
GA,1982,368880.00,842724.00,25292.00,868016.00,4458601.00
GA,1983,370655.00,847813.00,27531.00,875344.00,4566305.00
GA,1984,371203.00,855983.00,25728.00,881711.00,4855732.00
GA,1985,386095.00,883759.00,29174.00,912933.00,5172862.00
GA,1986,397145.00,903357.00,32458.00,935815.00,5432283.00
GA,1987,414456.00,947648.00,38187.00,985835.00,5885671.00
GA,1988,411791.00,932976.00,36422.00,969398.00,8046155.00
GA,1989,418001.00,943772.00,38912.00,982684.00,8664423.00
GA,1990,361984.00,948906.00,44173.00,993079.00,9016062.00
GA,1991,355475.00,941101.00,44205.00,985306.00,8741129.00
GA,1992,364353.00,972199.00,37048.00,1009247.00,9772162.00
GA,1993,351234.00,955392.00,34941.00,990333.00,11357299.00
GA,1994,347795.00,951570.00,49047.00,1000617.00,11383659.00
GA,1995,350346.00,957811.00,53537.00,1011348.00,11726855.00
GA,1996,339416.00,931508.00,53526.00,985034.00,11435009.00
GA,1997,342110.00,869494.00,55913.00,925407.00,12329396.00
GA,1998,331705.00,837668.00,58041.00,895709.00,11597816.00
GA,1999,332635.00,824249.00,62164.00,886413.00,11851483.00
GA,2000,330151.00,809746.00,70243.00,879989.00,12760537.00
GA,2001,335149.00,825224.00,76598.00,901822.00,13481300.00
GA,2002,338045.00,877371.00,80368.00,957739.00,13643071.00
GA,2003,331795.00,870755.00,83371.00,954126.00,13091634.00
GA,2004,338045.00,877371.00,80368.00,957739.00,13643071.00
GA,2005,331795.00,870755.00,83371.00,954126.00,13091634.00
GA,2006,314569.00,904205.00,85759.00,989964.00,13815998.00
GA,2007,314569.00,904205.00,85759.00,989964.00,13815998.00
GA,2008,390892.00,1136358.00,98756.00,1235114.00,13343118.00
GA,2009,273272.00,11144110.00,91880.00,11235990.00,12644387.00
GA,2010,302190.00,1148116.00,106255.00,1254371.00,13453679.00
GA,2011,307436.00,1085860.00,99734.00,1185594.00,12889708.00
GA,2012,324561.00,925576.00,143926.00,1069502.00,13185477.75
GA,2013,363575.00,866635.00,98103.00,964738.00,12673910.00
GA,2014,367385.00,885045.00,143795.00,1028840.00,12089507.00
GA,2015,395219.00,913539.00,144964.00,1058503.00,12140229.00
GA,2016,604863.00,1299513.00,156913.00,1456426.00,13059987.00
GA,2017,620740.00,1296265.00,162356.00,1458621.00,13420062.00
GA,2018,651910.00,1297350.00,166091.00,1463441.00,13759765.00
GA,2019,684277.00,1296488.00,179099.00,1475587.00,14374489.00
GA,2020,625142.00,1217408.00,163816.00,1381224.00,19171012.00
GA,2021,724269.00,1278512.00,156423.00,1434935.00,18688363.00
HI,1970,9424.00,9063.00,361.00,9424.00,73388.00
HI,1971,9976.00,9686.00,290.00,9976.00,76995.00
HI,1972,10934.00,10686.00,248.00,10934.00,83865.00
HI,1973,12412.00,12359.00,405.00,12764.00,96304.00
HI,1974,11250.00,11174.00,278.00,11452.00,86561.00
HI,1975,11950.00,12031.00,294.00,12325.00,92018.00
HI,1976,12233.00,12232.00,327.00,12559.00,94363.00
HI,1977,12079.00,12006.00,272.00,12278.00,92732.00
HI,1978,11482.00,11404.00,282.00,11686.00,88332.00
HI,1979,11258.00,11144.00,278.00,11422.00,86602.00
HI,1980,11435.00,11301.00,307.00,11608.00,88152.00
HI,1981,11841.00,11895.00,389.00,12284.00,87595.00
HI,1982,11459.00,11625.00,310.00,11935.00,84352.00
HI,1983,11443.00,11654.00,305.00,11959.00,84124.00
HI,1984,11548.00,11735.00,372.00,12107.00,85488.00
HI,1985,11425.00,11371.00,427.00,11798.00,83646.00
HI,1986,12331.00,12354.00,422.00,12776.00,89918.00
HI,1987,12061.00,12117.00,407.00,12524.00,89481.00
HI,1988,13001.00,13033.00,436.00,13469.00,90966.00
HI,1989,12077.00,12031.00,524.00,12555.00,86327.00
HI,1990,13226.00,13055.00,623.00,13678.00,130655.00
HI,1991,9921.00,10058.00,289.00,10347.00,102191.00
HI,1992,10090.00,10334.00,218.00,10552.00,103147.00
HI,1993,10124.00,10350.00,145.00,10495.00,111155.00
HI,1994,10673.00,10919.00,144.00,11063.00,119076.00
HI,1995,10486.00,10701.00,162.00,10863.00,116698.00
HI,1996,10534.00,10847.00,122.00,10969.00,115021.00
HI,1997,10074.00,10311.00,166.00,10477.00,114922.00
HI,1998,9613.00,10311.00,166.00,10477.00,161081.00
HI,1999,9346.00,9611.00,199.00,9810.00,158179.00
HI,2000,9255.00,9538.00,213.00,9751.00,159790.00
HI,2001,8867.00,9166.00,200.00,9366.00,155710.00
HI,2002,9032.00,9228.00,312.00,9540.00,185605.00
HI,2003,8388.00,8584.00,316.00,8900.00,285880.00
HI,2004,9032.00,9228.00,312.00,9540.00,185605.00
HI,2005,8388.00,8584.00,316.00,8900.00,285880.00
HI,2006,8211.00,7924.00,385.00,8309.00,304685.00
HI,2007,7775.00,7947.00,345.00,8292.00,290885.00
HI,2008,8741.00,9002.00,370.00,9372.00,369812.00
HI,2009,6856.00,7407.00,405.00,7812.00,311863.00
HI,2010,7407.00,7515.00,288.00,7803.00,261851.00
HI,2011,9002.00,9265.00,388.00,9653.00,160067.00
HI,2012,9677.00,10073.00,348.00,10421.00,126350.00
HI,2013,9815.00,10106.00,547.00,10653.00,153025.00
HI,2014,7240.00,7574.00,396.00,7970.00,107248.00
HI,2015,10537.00,10951.00,535.00,11486.00,150845.00
HI,2016,11113.00,11554.00,648.00,12202.00,166210.00
HI,2017,10831.00,11805.00,716.00,12521.00,197805.00
HI,2018,10617.00,11068.00,734.00,11802.00,578355.00
HI,2019,10585.00,10889.00,923.00,11812.00,607496.00
HI,2020,10614.00,10732.00,1225.00,11957.00,684001.00
HI,2021,10608.00,10697.00,1274.00,11971.00,558223.00
IA,1970,320928.00,349738.00,18131.00,367869.00,1423611.00
IA,1971,344902.00,390529.00,22393.00,412922.00,1570527.00
IA,1972,359373.00,363853.00,30831.00,394684.00,1763125.00
IA,1973,319844.00,398232.00,29179.00,427411.00,2349787.00
IA,1974,341459.00,425690.00,35181.00,460871.00,2691096.00
IA,1975,366977.00,456702.00,43248.00,499950.00,3028582.00
IA,1976,354964.00,476710.00,37664.00,514374.00,3101249.00
IA,1977,369108.00,481795.00,44953.00,526748.00,3310890.00
IA,1978,344938.00,462824.00,39979.00,502803.00,3145115.00
IA,1979,336504.00,452069.00,33750.00,485819.00,3547343.00
IA,1980,292947.00,651925.00,82787.00,734712.00,4766029.00
IA,1981,305080.00,682931.00,93554.00,776485.00,5189561.00
IA,1982,304474.00,692704.00,94965.00,787669.00,5353177.00
IA,1983,276216.00,660751.00,72903.00,733654.00,5007285.00
IA,1984,267399.00,648496.00,70468.00,718964.00,4939911.00
IA,1985,243852.00,221925.00,21927.00,243852.00,2098995.00
IA,1986,235522.00,594743.00,46683.00,641426.00,5879685.00
IA,1987,243279.00,618817.00,55436.00,674253.00,6411927.00
IA,1988,260998.00,667354.00,70190.00,737544.00,7332252.00
IA,1989,259083.00,675833.00,71742.00,747575.00,7595974.00
IA,1990,271663.00,731426.00,81885.00,813311.00,8902497.00
IA,1991,266010.00,707951.00,85344.00,793295.00,9072713.00
IA,1992,275489.00,694192.00,96190.00,790382.00,9797108.00
IA,1993,247494.00,662627.00,83776.00,746403.00,10641922.00
IA,1994,232303.00,639087.00,62647.00,701734.00,10310869.00
IA,1995,263690.00,690591.00,98677.00,789268.00,11749999.00
IA,1996,266855.00,689511.00,104192.00,793703.00,12356773.00
IA,1997,271695.00,700845.00,115735.00,816580.00,12703103.00
IA,1998,273628.00,722331.00,114368.00,836699.00,13048912.00
IA,1999,275780.00,749807.00,112597.00,862404.00,13279223.00
IA,2000,266880.00,742408.00,101607.00,844015.00,13259788.00
IA,2001,259898.00,733752.00,95715.00,829467.00,13223196.00
IA,2002,257899.00,753120.00,94062.00,847182.00,14380536.00
IA,2003,269014.00,768276.00,103638.00,871914.00,17578690.00
IA,2004,257899.00,753120.00,94062.00,847182.00,14380536.00
IA,2005,269014.00,768276.00,103638.00,871914.00,17578690.00
IA,2006,286607.00,840817.00,122013.00,962830.00,20165343.00
IA,2007,280398.00,862654.00,118031.00,980685.00,19677199.00
IA,2008,291424.00,890684.00,118680.00,1009364.00,20357714.00
IA,2009,290171.00,867568.00,123276.00,990844.00,21034376.00
IA,2010,271434.00,854462.00,116689.00,971151.00,20893131.00
IA,2011,264699.00,861164.00,104695.00,965859.00,20749084.00
IA,2012,256896.00,849955.00,93367.00,943322.00,21414911.00
IA,2013,227408.00,796934.00,79379.00,876313.00,21526044.00
IA,2014,222695.00,786409.00,73669.00,860078.00,21024208.00
IA,2015,219798.00,766883.00,74910.00,841793.00,20948972.00
IA,2016,217282.00,545908.00,55600.00,601508.00,16185849.00
IA,2017,221231.00,546449.00,59853.00,606302.00,15951842.00
IA,2018,223232.00,516446.00,67438.00,583884.00,17713256.00
IA,2019,227761.00,590834.00,79713.00,670547.00,20376990.00
IA,2020,218483.00,578244.00,80830.00,659074.00,20076441.00
IA,2021,214398.00,567033.00,70562.00,637595.00,17905198.00
ID,1970,225845.00,424473.00,74569.00,499042.00,2236243.00
ID,1971,220990.00,401463.00,68383.00,469846.00,2538201.00
ID,1972,222611.00,414269.00,49639.00,463908.00,2183331.00
ID,1973,233347.00,440956.00,48040.00,488996.00,2263160.00
ID,1974,250771.00,482922.00,45785.00,528707.00,2476487.00
ID,1975,213002.00,454559.00,40856.00,495415.00,2897288.00
ID,1976,218462.00,418577.00,33452.00,452029.00,3588313.00
ID,1977,217954.00,437676.00,36544.00,474220.00,3836287.00
ID,1978,217415.00,439560.00,38074.00,477634.00,3880328.00
ID,1979,241765.00,491850.00,48517.00,540367.00,4444363.00
ID,1980,237989.00,495467.00,46444.00,541911.00,4500469.00
ID,1981,261771.00,545583.00,48014.00,593597.00,5322771.00
ID,1982,249527.00,508234.00,47827.00,556061.00,6381244.00
ID,1983,249928.00,506300.00,52592.00,558892.00,7437396.00
ID,1984,406705.00,504430.00,53006.00,557436.00,7558427.00
ID,1985,249974.00,497496.00,60568.00,558064.00,8569766.00
ID,1986,238288.00,512167.00,51834.00,564001.00,7687378.00
ID,1987,247635.00,515657.00,60547.00,576204.00,10316917.00
ID,1988,227689.00,504741.00,60605.00,565346.00,10054777.00
ID,1989,238730.00,571186.00,69260.00,640446.00,11757253.00
ID,1990,241476.00,590368.00,73794.00,664162.00,11767967.00
ID,1991,236780.00,589291.00,73850.00,663141.00,12339301.00
ID,1992,246372.00,577318.00,68672.00,645990.00,12511834.00
ID,1993,253206.00,616336.00,80215.00,696551.00,14822807.00
ID,1994,247113.00,594953.00,59706.00,654659.00,15197795.00
ID,1995,235408.00,564676.00,62509.00,627185.00,15405993.00
ID,1996,234905.00,802723.00,71706.00,874429.00,16611825.00
ID,1997,234401.00,857820.00,71168.00,928988.00,17525199.00
ID,1998,227984.00,760469.00,74356.00,834825.00,16791865.00
ID,1999,250243.00,790403.00,90890.00,881293.00,17545605.00
ID,2000,249188.00,758303.00,86481.00,844784.00,18470404.00
ID,2001,246844.00,718160.00,86868.00,805028.00,20496792.00
ID,2002,246284.00,720243.00,92366.00,812609.00,20864108.00
ID,2003,245358.00,727210.00,96883.00,824093.00,20321479.88
ID,2004,246284.00,720243.00,92366.00,812609.00,20864108.46
ID,2005,245358.00,727210.00,96883.00,824093.00,20321479.88
ID,2006,250648.00,745227.00,101597.00,846824.00,21112258.00
ID,2007,254678.00,798693.00,103501.00,902194.00,22686400.00
ID,2008,255077.00,803594.00,109413.00,913007.00,24626269.49
ID,2009,255077.00,803594.00,109413.00,913007.00,24626269.49
ID,2010,256664.00,847959.00,111337.00,959296.00,23872335.00
ID,2011,254195.00,836142.00,110717.00,946859.00,23898310.00
ID,2012,252573.00,874305.00,104388.00,978693.00,22468600.00
ID,2013,248728.00,859531.00,99230.00,958761.00,20808219.00
ID,2014,252865.00,908404.00,107480.00,1015884.00,20502404.00
ID,2015,258547.00,918388.00,111428.00,1029816.00,20668729.00
ID,2016,266007.00,858462.00,223506.00,1081968.00,21246258.00
ID,2017,273887.00,960889.00,190270.00,1151159.00,23620977.00
ID,2018,286947.00,1047773.00,159224.00,1206997.00,25655741.00
ID,2019,295281.00,1077304.00,161667.00,1238971.00,27802018.00
ID,2020,288613.00,1270017.00,219419.00,1489436.00,29105510.00
ID,2021,275244.00,1412039.00,248610.00,1660649.00,30169986.00
IL,1970,438088.00,428198.00,9890.00,438088.00,1559980.00
IL,1971,455931.00,445027.00,10904.00,455931.00,1633815.00
IL,1972,480190.00,468155.00,12035.00,480190.00,1725152.00
IL,1973,478956.00,466338.00,12618.00,478956.00,1691682.00
IL,1974,493792.00,480650.00,13142.00,493792.00,1745275.00
IL,1975,463296.00,452676.00,10620.00,463296.00,1622272.00
IL,1976,516723.00,503155.00,13568.00,516723.00,1830083.00
IL,1977,486353.00,474820.00,11533.00,486353.00,1704287.00
IL,1978,422579.00,412159.00,10420.00,422579.00,1481665.00
IL,1979,408873.00,593805.00,10012.00,603817.00,3076576.00
IL,1980,353449.00,525514.00,9510.00,535024.00,4746372.00
IL,1981,334512.00,529261.00,8017.00,537278.00,4571325.00
IL,1982,351225.00,546038.00,9767.00,555805.00,4695100.00
IL,1983,329240.00,554370.00,8960.00,563330.00,4926277.00
IL,1984,332877.00,559663.00,9183.00,568846.00,4936474.00
IL,1985,325142.00,547657.00,8040.00,555697.00,4893046.00
IL,1986,314891.00,545929.00,8525.00,554454.00,4900895.00
IL,1987,320682.00,559074.00,10325.00,569399.00,4984339.00
IL,1988,328369.00,604937.00,11973.00,616910.00,5547227.00
IL,1989,333473.00,630467.00,11421.00,641888.00,6163781.00
IL,1990,329734.00,643587.00,12937.00,656524.00,6360386.00
IL,1991,342893.00,814910.00,13636.00,828546.00,7561442.00
IL,1992,326194.00,948465.00,14509.00,962974.00,9355613.00
IL,1993,323271.00,916215.00,14723.00,930938.00,9411229.00
IL,1994,323991.00,1292440.00,16797.00,1309237.00,10238096.00
IL,1995,324794.00,1145072.00,31878.00,1176950.00,11615120.00
IL,1996,328278.00,1211719.00,40710.00,1252429.00,12732556.00
IL,1997,320657.00,1194577.00,48626.00,1243203.00,12311251.00
IL,1998,305663.00,1116709.00,35135.00,1151844.00,12624633.00
IL,1999,308662.00,835725.00,41090.00,876815.00,11367854.00
IL,2000,310062.00,835725.00,41090.00,876815.00,11367854.00
IL,2001,297641.00,1090950.00,41470.00,1132420.00,13795263.00
IL,2002,300883.00,1115583.00,43859.00,1159442.00,14403458.00
IL,2003,293994.00,1057549.00,44510.00,1102059.00,16016031.00
IL,2004,300883.00,1115583.00,43859.00,1159442.00,14403458.00
IL,2005,293994.00,1057549.00,44510.00,1102059.00,16016031.00
IL,2006,330360.00,1163565.00,58367.00,1221932.00,17545905.00
IL,2007,336203.00,1211238.00,68476.00,1279714.00,18886928.00
IL,2008,328975.00,1313394.00,117739.00,1431133.00,25541550.00
IL,2009,328975.00,1313394.00,117739.00,1431133.00,25061725.00
IL,2010,301688.00,1337971.00,129887.00,1467858.00,26373550.00
IL,2011,333061.00,1379647.00,140615.00,1520262.00,31346288.00
IL,2012,328995.00,1353577.00,136316.00,1489893.00,31173078.00
IL,2013,321739.00,1313039.00,135737.00,1448776.00,35368658.00
IL,2014,321858.00,1305206.00,131473.00,1436679.00,34034658.00
IL,2015,320765.00,1310395.00,130598.00,1440993.00,34226265.00
IL,2016,319588.00,1434829.00,128880.00,1563709.00,33839806.00
IL,2017,314135.00,1249033.00,123005.00,1372038.00,32074624.00
IL,2018,306024.00,1203507.00,83025.00,1286532.00,31945215.00
IL,2019,299614.00,1172506.00,78414.00,1250920.00,30483565.00
IL,2020,297243.00,1352722.00,85013.00,1437735.00,31024125.00
IL,2021,293617.00,1286280.00,81944.00,1368224.00,29822755.00
IN,1970,468886.00,521878.00,4395.00,526273.00,1463127.00
IN,1971,476640.00,527967.00,5709.00,533676.00,1470748.00
IN,1972,460084.00,512161.00,8257.00,520418.00,1690389.00
IN,1973,444303.00,499202.00,8931.00,508133.00,2465015.00
IN,1974,472988.00,538337.00,9749.00,548086.00,1868522.00
IN,1975,472364.00,554552.00,9309.00,563861.00,1969576.00
IN,1976,452880.00,535266.00,9342.00,544608.00,1914794.00
IN,1977,436680.00,541402.00,10354.00,551756.00,2005720.00
IN,1978,419761.00,529977.00,9551.00,539528.00,1992064.00
IN,1979,405459.00,528699.00,9162.00,537861.00,2019526.00
IN,1980,350392.00,488968.00,9584.00,498552.00,2163782.00
IN,1981,338060.00,529238.00,10182.00,539420.00,3522761.00
IN,1982,356538.00,539299.00,15239.00,554538.00,3720645.00
IN,1983,338994.00,542006.00,11061.00,553067.00,3846318.00
IN,1984,320894.00,527321.00,7606.00,534927.00,3930338.00
IN,1985,305100.00,513072.00,8283.00,521355.00,3972440.00
IN,1986,282571.00,450948.00,9319.00,460267.00,3754759.00
IN,1987,291876.00,492847.00,9572.00,502419.00,3686758.00
IN,1988,298165.00,528237.00,12205.00,540442.00,5290806.00
IN,1989,303140.00,525033.00,12139.00,537172.00,5947276.00
IN,1990,317486.00,580128.00,12937.00,593065.00,6727982.00
IN,1991,321616.00,603330.00,13939.00,617269.00,7108916.00
IN,1992,339066.00,667905.00,14224.00,682129.00,8049483.00
IN,1993,330849.00,656655.00,14503.00,671158.00,7963282.00
IN,1994,332150.00,667362.00,15672.00,683034.00,8249812.00
IN,1995,335438.00,679009.00,59067.00,738076.00,8860359.00
IN,1996,297330.00,709163.00,63709.00,772872.00,9328141.00
IN,1997,287443.00,706075.00,19505.00,725580.00,9045569.00
IN,1998,300755.00,635546.00,19335.00,654881.00,8519435.00
IN,1999,300732.00,631832.00,19238.00,651070.00,8251441.00
IN,2000,292694.00,621461.00,17204.00,638665.00,8327420.00
IN,2001,282781.00,609789.00,14099.00,623888.00,8198879.00
IN,2002,285573.00,586986.00,74783.00,661769.00,7899606.00
IN,2003,232819.00,421894.00,14312.00,436206.00,14943634.00
IN,2004,285573.00,586986.00,74783.00,661769.00,7899606.00
IN,2005,232819.00,421894.00,14312.00,436206.00,14943634.00
IN,2006,250573.00,486458.00,65677.00,552135.00,11183328.00
IN,2007,282261.00,427296.00,18292.00,445588.00,10593068.00
IN,2008,265709.00,441708.00,19092.00,460800.00,9844371.00
IN,2009,265709.00,441708.00,19092.00,460800.00,9844371.00
IN,2010,264323.00,432866.00,19113.00,451979.00,9877817.00
IN,2011,272282.00,453958.00,18916.00,472874.00,10371579.00
IN,2012,279214.00,479017.00,10023.00,489040.00,10815112.00
IN,2013,273929.00,471335.00,20467.00,491802.00,10697596.00
IN,2014,274048.00,476545.00,21170.00,497715.00,10913162.00
IN,2015,278322.00,402951.00,20367.00,423318.00,11580658.00
IN,2016,280952.00,408435.00,17914.00,426349.00,11722915.00
IN,2017,270875.00,396528.00,20596.00,417124.00,11654124.00
IN,2018,267447.00,383958.00,20781.00,404739.00,11659245.00
IN,2019,259453.00,366101.00,21395.00,387496.00,11557855.00
IN,2020,253611.00,351437.00,21192.00,372629.00,11308327.00
IN,2021,250481.00,337728.00,21356.00,359084.00,11106278.00
KS,1970,229103.00,205486.00,23617.00,229103.00,967437.00
KS,1971,232677.00,208206.00,24471.00,232677.00,988299.00
KS,1972,232313.00,207477.00,24907.00,232384.00,992259.00
KS,1973,230470.00,204109.00,26361.00,230470.00,1003752.00
KS,1974,234418.00,205668.00,28750.00,234418.00,1044642.00
KS,1975,233770.00,212068.00,21702.00,233770.00,1172088.00
KS,1976,222052.00,200496.00,21556.00,222052.00,1533988.00
KS,1977,221252.00,216887.00,22073.00,238960.00,2059539.00
KS,1978,225680.00,217770.00,26663.00,244433.00,1936773.00
KS,1979,236015.00,224889.00,33008.00,257897.00,2163163.00
KS,1980,248411.00,233508.00,42360.00,275868.00,2478890.00
KS,1981,240024.00,229593.00,41032.00,270625.00,3413058.00
KS,1982,242982.00,237522.00,43038.00,280560.00,3623153.00
KS,1983,254599.00,249386.00,45772.00,295158.00,4412167.00
KS,1984,248880.00,244849.00,48393.00,293242.00,4548882.00
KS,1985,199646.00,226724.00,30420.00,257144.00,4384557.00
KS,1986,202714.00,236676.00,30794.00,267470.00,4761905.00
KS,1987,210068.00,260247.00,31414.00,291661.00,5339481.00
KS,1988,208947.00,257753.00,34813.00,292566.00,5569788.00
KS,1989,189926.00,160697.00,29229.00,189926.00,5377758.00
KS,1990,188314.00,158057.00,30257.00,188314.00,5893212.00
KS,1991,196116.00,161714.00,34402.00,196116.00,5827149.00
KS,1992,185032.00,152749.00,32283.00,185032.00,7293679.00
KS,1993,179515.00,148389.00,31126.00,179515.00,6209029.00
KS,1994,193172.00,153320.00,39852.00,193172.00,6987228.00
KS,1995,187110.00,148584.00,38526.00,187110.00,7323950.00
KS,1996,172387.00,137527.00,34860.00,172387.00,7906354.00
KS,1997,178203.00,138973.00,39230.00,178203.00,8677459.00
KS,1998,200119.00,355421.00,56651.00,412072.00,9475411.00
KS,1999,209734.00,384144.00,63859.00,448003.00,10411806.00
KS,2000,209626.00,392981.00,72585.00,465566.00,11495520.00
KS,2001,204475.00,386687.00,69730.00,456417.00,12314994.00
KS,2002,188310.00,407052.00,64371.00,471423.00,11351496.00
KS,2003,195874.00,397044.00,71902.00,468946.00,12087277.00
KS,2004,188310.00,407052.00,64371.00,471423.00,11351496.00
KS,2005,195874.00,397044.00,71902.00,468946.00,12087277.00
KS,2006,202274.00,375169.00,95715.00,470884.00,13006749.00
KS,2007,198368.00,367188.00,103785.00,470973.00,15050992.00
KS,2008,209170.00,361922.00,119555.00,481477.00,15484151.00
KS,2009,208992.00,359666.00,125425.00,485091.00,15954973.00
KS,2010,214107.00,370925.00,118803.00,489728.00,16999994.00
KS,2011,214107.00,370925.00,118803.00,489728.00,16999994.00
KS,2012,235021.00,388466.00,125624.00,514090.00,18754068.00
KS,2013,226553.00,334664.00,154559.00,489223.00,19477815.00
KS,2014,245365.00,336451.00,135227.00,471678.00,19349536.00
KS,2015,239335.00,359445.00,134220.00,493665.00,19519927.00
KS,2016,245647.00,363793.00,156439.00,520232.00,19133441.00
KS,2017,245779.00,356878.00,160641.00,517519.00,18995452.00
KS,2018,251390.00,349199.00,170676.00,519875.00,19436612.00
KS,2019,250877.00,331050.00,156150.00,487200.00,24781311.00
KS,2020,248430.00,300249.00,168236.00,468485.00,25944894.00
KS,2021,264331.00,286196.00,174334.00,460530.00,25754091.00
KY,1970,258987.00,254895.00,4092.00,258987.00,1094011.00
KY,1971,271764.00,267357.00,4407.00,271764.00,1736695.00
KY,1972,268743.00,264026.00,4717.00,268743.00,1158140.00
KY,1973,276089.00,313056.00,10800.00,323856.00,1389561.00
KY,1974,295453.00,288192.00,7261.00,295453.00,1437969.00
KY,1975,309177.00,300985.00,8192.00,309177.00,1636511.00
KY,1976,317941.00,308593.00,9348.00,317941.00,1695058.00
KY,1977,323041.00,382087.00,10471.00,392558.00,2419999.00
KY,1978,323777.00,404640.00,11530.00,416170.00,2506821.00
KY,1979,322050.00,412015.00,12511.00,424526.00,2605383.00
KY,1980,309728.00,356995.00,11058.00,368053.00,3119835.00
KY,1981,311493.00,432287.00,11152.00,443439.00,3286788.00
KY,1982,315531.00,440279.00,11451.00,451730.00,3355709.00
KY,1983,314773.00,446750.00,10491.00,457241.00,3799189.00
KY,1984,307621.00,443923.00,10192.00,454115.00,3758921.00
KY,1985,305956.00,447449.00,10117.00,457566.00,3808656.00
KY,1986,308069.00,482132.00,14962.00,497094.00,4094753.00
KY,1987,323418.00,502610.00,14673.00,517283.00,5077279.00
KY,1988,322064.00,537212.00,13207.00,550419.00,4995204.00
KY,1989,323473.00,500574.00,13731.00,514305.00,5662946.00
KY,1990,327083.00,515541.00,17159.00,532700.00,5947204.00
KY,1991,317687.00,513690.00,15503.00,529193.00,5938131.00
KY,1992,312637.00,508637.00,15850.00,524487.00,6078378.00
KY,1993,307549.00,511413.00,16414.00,527827.00,6233316.00
KY,1994,291009.00,494604.00,15268.00,509872.00,7801474.00
KY,1995,288770.00,503483.00,15557.00,519040.00,7919409.00
KY,1996,281746.00,502450.00,16084.00,518534.00,7991430.00
KY,1997,271364.00,561321.00,16608.00,577929.00,9231891.00
KY,1998,278635.00,578445.00,18102.00,596547.00,9691338.00
KY,1999,280991.00,697260.00,42948.00,740208.00,10053706.00
KY,2000,346970.00,661210.00,42820.00,704030.00,10450971.00
KY,2001,355134.00,650975.00,53185.00,704160.00,12514329.00
KY,2002,349951.00,630234.00,54534.00,684768.00,12468168.00
KY,2003,347379.00,608399.00,58296.00,666695.00,12649252.00
KY,2004,349951.00,630234.00,54534.00,684768.00,12468168.16
KY,2005,347379.00,608399.00,58296.00,666695.00,12649252.00
KY,2006,350544.00,593701.00,61042.00,654743.00,12935123.00
KY,2007,343456.00,542084.00,57464.00,599548.00,12124216.00
KY,2008,347848.00,547486.00,68346.00,615832.00,13675085.95
KY,2009,347848.00,547486.00,68346.00,615832.00,13675086.00
